Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names
Angel Round - Milin Finance,https://www.crunchbase.com/funding_round/milin-finance-angel--4395e5cf,Milin Finance,https://www.crunchbase.com/organization/milin-finance,Angel,,,,2019-07-19,Hengyi Capital
Seed Round - BlockClaim,https://www.crunchbase.com/funding_round/blockclaim-seed--12ad6909,BlockClaim,https://www.crunchbase.com/organization/blockclaim,Seed,500000,GBP,627100,2019-06-17,Amadeus Capital Partners
Seed Round - Upland,https://www.crunchbase.com/funding_round/upland-seed--05acaf74,Upland,https://www.crunchbase.com/organization/upland,Seed,2000000,USD,2000000,2019-06-13,"FinLab, Multiple Angels"
Seed Round - BeeXplore Technology,https://www.crunchbase.com/funding_round/beexplore-technology-seed--eb3bd65d,BeeXplore Technology,https://www.crunchbase.com/organization/beexplore-technology,Seed,,,,2019-07-18,Genesis Capital
Angel Round - DIYblockchain,https://www.crunchbase.com/funding_round/diyblockchain-angel--9f9a7b1e,DIYblockchain,https://www.crunchbase.com/organization/diyblockchain,Angel,2500000,USD,2500000,2019-07-16,Herbert Rafael Sim
Seed Round - Blocklike,https://www.crunchbase.com/funding_round/blocklike-seed--11fb0cb4,Blocklike,https://www.crunchbase.com/organization/blocklike,Seed,,,,2019-07-16,Muwu Capital
Angel Round - B91.com,https://www.crunchbase.com/funding_round/b91-com-angel--ef3ae6ad,B91.com,https://www.crunchbase.com/organization/b91-com,Angel,,,,2019-07-13,Naissance Capital
Seed Round - Vottun,https://www.crunchbase.com/funding_round/vottun-seed--cc303fc4,Vottun,https://www.crunchbase.com/organization/vottun,Seed,500000,EUR,561792,2019-06-19,"Bbooster Ventures, ESADE, Lánzame Capital SL, RocaSalvatella"
Angel Round - FUNJI China,https://www.crunchbase.com/funding_round/funji-china-angel--b77e5573,FUNJI China,https://www.crunchbase.com/organization/funji-china,Angel,,,,2019-06-28,"Geekhouse Capital, Huayi Brothers Media Group"
Seed Round - I DO park,https://www.crunchbase.com/funding_round/i-do-park-seed--4b325ee5,I DO park,https://www.crunchbase.com/organization/i-do-park,Seed,,,,2019-07-07,Beihai Bole
Corporate Round - Ezoonet.com,https://www.crunchbase.com/funding_round/ezoonet-com-corporate-round--9a0a3fa1,Ezoonet.com,https://www.crunchbase.com/organization/ezoonet-com,Corporate Round,6000000,CNY,870366,2019-07-05,Ginkgo Capital
Initial Coin Offering - Figure,https://www.crunchbase.com/funding_round/figure-66e9-initial-coin-offering--1f5d091e,Figure,https://www.crunchbase.com/organization/figure-66e9,Initial Coin Offering,20000000,USD,20000000,2019-07-15,
Corporate Round - New Kind of Network,https://www.crunchbase.com/funding_round/new-kind-of-network-corporate-round--be803dea,New Kind of Network,https://www.crunchbase.com/organization/new-kind-of-network,Corporate Round,,,,2019-07-03,Block Group
Angel Round - MXC Exchange,https://www.crunchbase.com/funding_round/mxc-exchange-angel--5f1f5628,MXC Exchange,https://www.crunchbase.com/organization/mxc-exchange,Angel,,,,2019-07-02,Wensheng Cai
Angel Round - UCH Growth Value Ecology,https://www.crunchbase.com/funding_round/uch-growth-value-ecology-angel--78a0d80e,UCH Growth Value Ecology,https://www.crunchbase.com/organization/uch-growth-value-ecology,Angel,1500000,USD,1500000,2019-06-03,"Goldman Sachs, Sequoia Capital, Sparks Capital"
Series B - ErisX,https://www.crunchbase.com/funding_round/erisx-series-b--bba36c01,ErisX,https://www.crunchbase.com/organization/erisx,Series B,20000000,USD,20000000,2019-04-30,"ArcLight Capital, Castle Island Ventures, Cboe Global Markets, CMT Digital Ventures LLC, ConsenSys, Dragonfly Capital Partners, DRW Venture Capital, ED&F Man Capital Markets, Flow Traders, Nasdaq Ventures, NYDIG, Pantera Capital, Susquehanna International Group (SIG), TradeStation Technologies, Virtu Financial"
Corporate Round - DAppLinks,https://www.crunchbase.com/funding_round/dapplinks-corporate-round--d14a4bee,DAppLinks,https://www.crunchbase.com/organization/dapplinks,Corporate Round,,,,2019-06-27,Consensus Lab
Seed Round - Atlas City Global,https://www.crunchbase.com/funding_round/atlas-city-global-seed--d38ed839,Atlas City Global,https://www.crunchbase.com/organization/atlas-city-global,Seed,4000000,USD,4000000,2019-06-26,Robert A Hefner III
Corporate Round - Echoin,https://www.crunchbase.com/funding_round/echoin-corporate-round--9c685390,Echoin,https://www.crunchbase.com/organization/echoin,Corporate Round,,,,2019-06-26,Genesis Group
Angel Round - HOMEBLOC,https://www.crunchbase.com/funding_round/homebloc-angel--a92c94d3,HOMEBLOC,https://www.crunchbase.com/organization/homebloc,Angel,,,,2019-06-22,Geekbeans Capital
Seed Round - Star chain technology,https://www.crunchbase.com/funding_round/star-chain-technology-seed--0995628f,Star chain technology,https://www.crunchbase.com/organization/star-chain-technology,Seed,50000000,CNY,7278062,2019-06-21,Jolmo Capital
Pre Seed Round - Symmetrical.ai,https://www.crunchbase.com/funding_round/symmetrical-ai-pre-seed--1bb11b0a,Symmetrical.ai,https://www.crunchbase.com/organization/symmetrical-ai,Pre-Seed,1350000,EUR,1512740,2019-05-24,"Ataraxy Ventures Limited, Finch Capital, Jens Lapinski, Market One Capital, Plug and Play"
Angel Round - ChainsGuard,https://www.crunchbase.com/funding_round/chainsguard-angel--bce8dfce,ChainsGuard,https://www.crunchbase.com/organization/chainsguard,Angel,10000000,CNY,1444731,2019-06-13,"CCID Phoenix Communications, Qidian Fund"
Venture Round - IXX.com,https://www.crunchbase.com/funding_round/ixx-com-series-unknown--2517bcc3,IXX.com,https://www.crunchbase.com/organization/ixx-com,Venture - Series Unknown,5000000,USD,5000000,2019-06-19,Mayflower
Initial Coin Offering - Standard Tokenization Protocol,https://www.crunchbase.com/funding_round/standard-tokenization-protocol-initial-coin-offering--b13e17a4,Standard Tokenization Protocol,https://www.crunchbase.com/organization/standard-tokenization-protocol,Initial Coin Offering,7000000,USD,7000000,2019-05-29,"Alphabit Fund, BlockVC, NEO Global Capital (NGC)"
Angel Round - TicTalk,https://www.crunchbase.com/funding_round/tictalk-angel--e875b4a0,TicTalk,https://www.crunchbase.com/organization/tictalk,Angel,,,,2019-06-18,Collinstar Capital
Series A - Magic Cube,https://www.crunchbase.com/funding_round/magic-cube-b8dd-series-a--67193e54,Magic Cube,https://www.crunchbase.com/organization/magic-cube-b8dd,Series A,5000000,USD,5000000,2019-05-28,"8btc.com, BitBlock Capital, IDG Capital, JRR Capital, Rootscap, Vector Capital"
Corporate Round - Quantstamp,https://www.crunchbase.com/funding_round/quantstamp-technologies-corporate-round--d9e4b880,Quantstamp,https://www.crunchbase.com/organization/quantstamp-technologies,Corporate Round,2625000,USD,2625000,2019-03-06,"DG Incubation, DG Lab Fund, Fifty Years, KSK Angel Fund, Nomura, Pioneer Fund, TransLink Capital, VentureSouq"
Series A - QEDIT,https://www.crunchbase.com/funding_round/qed-it-series-a--96d2b701,QEDIT,https://www.crunchbase.com/organization/qed-it,Series A,10000000,USD,10000000,2019-05-07,"Ant Financial, Collier Investments, Jovono, Meron Capital, MizMaa Ventures, RGAx, Target Global, VMware"
Seed Round - Bison Trails,https://www.crunchbase.com/funding_round/bison-trails-seed--c1f0fc9e,Bison Trails,https://www.crunchbase.com/organization/bison-trails,Seed,5250000,USD,5250000,2018-11-30,"Accomplice, Charge Ventures, Distributed Global, Homebrew, Initialized Capital, Mike Novogratz, Notation Capital, Terrence Rohan"
Venture Round - Forte,https://www.crunchbase.com/funding_round/forte-e22c-series-unknown--e45cc201,Forte,https://www.crunchbase.com/organization/forte-e22c,Venture - Series Unknown,,,,2019-03-12,"1confirmation, a16z crypto, Abstract Ventures, Andreessen Horowitz, Balaji Srinivasan, Battery Ventures, Canaan Partners, Coinbase Ventures, Fred Ehrsam, The House Fund, TransLink Capital"
Series B - Figure,https://www.crunchbase.com/funding_round/figure-66e9-series-b--1a698eec,Figure,https://www.crunchbase.com/organization/figure-66e9,Series B,65000000,USD,65000000,2019-02-27,"CreditEase Fintech Investment Fund, Digital Currency Group, DST Global, Morgan Creek Capital Management, Nimble Ventures, Ribbit Capital, RPM Ventures, Ulu Ventures"
Seed Round - VIA,https://www.crunchbase.com/funding_round/via-science-seed--ebf509af,VIA,https://www.crunchbase.com/organization/via-science,Seed,7000000,USD,7000000,2019-06-13,The Westly Group
Seed Round - Merkle Science,https://www.crunchbase.com/funding_round/merkle-science-seed--9bab9c1f,Merkle Science,https://www.crunchbase.com/organization/merkle-science,Seed,1100000,SGD,803425,2019-05-14,"Blockchain Investment Group, Digital Currency Group, Entrepreneur First, Kenetic, LuneX Ventures, SGInnovate"
Series A - StarkWare Industries Ltd.,https://www.crunchbase.com/funding_round/starkware-industries-ltd-series-a--0385c920,StarkWare Industries Ltd.,https://www.crunchbase.com/organization/starkware-industries-ltd,Series A,30000000,USD,30000000,2018-10-28,"Atomico, Coinbase Ventures, Collaborative Fund, ConsenSys, Data Collective DCVC, David Chan, FLOODGATE, Founders Fund, Intel Capital, Multicoin Capital, Naval Ravikant, Pantera Capital, Paradigm, Scalar Capital, Semantic Ventures, Sequoia Capital, Wing Venture Capital"
Seed Round - Donut,https://www.crunchbase.com/funding_round/donutapp-seed--1922c7ba,Donut,https://www.crunchbase.com/organization/donutapp,Seed,1800000,USD,1800000,2019-03-17,"Andreas Bodczek, Daniel Aegerter, Entrepreneur First, Heiko Hubertz, Kelly Ford, Marcus W. Mosen, Redalpine, Tiny VC"
Series A - Dapper Labs,https://www.crunchbase.com/funding_round/dapper-labs-series-a--6c049cb1,Dapper Labs,https://www.crunchbase.com/organization/dapper-labs,Series A,15000000,USD,15000000,2018-11-01,"Andreessen Horowitz, Animoca Brands, aXiomatic, CoinFund, Digital Currency Group, Endeavor, Hex Capital, June Fund, Rising Tide, Samsung NEXT, Steve Huffman, SV Angel, Union Square Ventures, Venrock, William Mougayar, WndrCo"
Pre Seed Round - SendFriend,https://www.crunchbase.com/funding_round/sendfriend-inc-pre-seed--ff89c95e,SendFriend,https://www.crunchbase.com/organization/sendfriend-inc,Pre-Seed,1700000,USD,1700000,2018-12-22,"2020 Ventures, 8 Decimal Capital, Barclays, Deloitte, Mahindra finance, MIT delta v, MIT Media Lab, Ripple, Taiyou Fund, Techstars, The Legatum Center"
Angel Round - ChainNews,https://www.crunchbase.com/funding_round/chainnews-angel--75a0ee79,ChainNews,https://www.crunchbase.com/organization/chainnews,Angel,,,,2019-05-29,"8btc.com, Milestone Capital China, Qicheng Information Technology"
Series A - Cambridge Blockchain,https://www.crunchbase.com/funding_round/cambridge-blockchain-series-a--a84cc985,Cambridge Blockchain,https://www.crunchbase.com/organization/cambridge-blockchain,Series A,3500000,USD,3500000,2019-04-02,"Flourish Venture, Future Perfect Ventures, Omidyar Network, PayPal"
Seed Round - TRM Labs,https://www.crunchbase.com/funding_round/trm-labs-seed--46dea120,TRM Labs,https://www.crunchbase.com/organization/trm-labs,Seed,1700000,USD,1700000,2019-01-31,"Alumni Ventures Group, Blockchain Capital, Green D Ventures, Tapas Capital, The MBA Fund"
Seed Round - The Sun Exchange,https://www.crunchbase.com/funding_round/the-sun-exchange-2-seed--5209d384,The Sun Exchange,https://www.crunchbase.com/organization/the-sun-exchange-2,Seed,260000,USD,260000,2019-06-14,
Series A - Conflux Foundation,https://www.crunchbase.com/funding_round/conflux-242f-series-a--9cec45ad,Conflux Foundation,https://www.crunchbase.com/organization/conflux-242f,Series A,35000000,USD,35000000,2018-12-04,"Baidu Ventures, F2Pool, FREES FUND, IMO Ventures, MetaStable Capital, Rong360, Sequoia Capital China, Shunwei Capital, VLane Capital"
Pre Seed Round - Cadence,https://www.crunchbase.com/funding_round/cadence-pre-seed--e36ed90b,Cadence,https://www.crunchbase.com/organization/cadence,Pre-Seed,2000000,USD,2000000,2019-01-31,"Argo Ventures, Coinbase Ventures, Fantail Ventures, INBlockchain, Recharge Capital"
Corporate Round - CoinVoice,https://www.crunchbase.com/funding_round/coinvoice-corporate-round--8eb8d359,CoinVoice,https://www.crunchbase.com/organization/coinvoice,Corporate Round,,,,2019-05-27,Chain Renaissance Capital
Venture Round - Celo,https://www.crunchbase.com/funding_round/celo-3846-series-unknown--8a1d1571,Celo,https://www.crunchbase.com/organization/celo-3846,Venture - Series Unknown,30000000,USD,30000000,2019-04-02,"9Yards Capital, a16z crypto, Polychain"
Seed Round - Incuto,https://www.crunchbase.com/funding_round/incuto-seed--290c83d0,Incuto,https://www.crunchbase.com/organization/incuto,Seed,100000,GBP,127032,2019-06-04,North East Innovation Fund
Seed Round - Editional,https://www.crunchbase.com/funding_round/editional-seed--f66c78d5,Editional,https://www.crunchbase.com/organization/editional,Seed,1500000,USD,1500000,2019-05-01,"CoinFund, ConsenSys Ventures, Digital Currency Group"
Venture Round - Samourai Wallet,https://www.crunchbase.com/funding_round/samourai-wallet-series-unknown--abbda5df,Samourai Wallet,https://www.crunchbase.com/organization/samourai-wallet,Venture - Series Unknown,100000,USD,100000,2019-06-03,Cypherpunk Holdings Inc.
Series B - ErisX,https://www.crunchbase.com/funding_round/erisx-series-b--4457cf33,ErisX,https://www.crunchbase.com/organization/erisx,Series B,27500000,USD,27500000,2018-12-04,"Bitmain, ConsenSys, Digital Currency Group, DRW Venture Capital, Fidelity, MONEXgroup, Nasdaq Ventures, Pantera Capital, Valor Equity Partners"
Series A - Chronicled,https://www.crunchbase.com/funding_round/chronicled-series-a--1d5986ce,Chronicled,https://www.crunchbase.com/organization/chronicled,Series A,16000000,USD,16000000,2019-01-15,"David Aho, Frank Fiore, Mandra Capital, Streamlined Ventures, The Perkins Fund"
Corporate Round - BiLaxy,https://www.crunchbase.com/funding_round/bilaxy-corporate-round--dc58e80b,BiLaxy,https://www.crunchbase.com/organization/bilaxy,Corporate Round,,,,2019-04-10,"BTC12 Capital, LD Capital, Origin Capital, ZMT Capital"
Series A - Next Big Thing AG,https://www.crunchbase.com/funding_round/next-big-thing-ag-series-a--fe31f383,Next Big Thing AG,https://www.crunchbase.com/organization/next-big-thing-ag,Series A,12000000,EUR,13518765,2019-04-09,"Block.one, FinLab, HDI Global SE, Talanx ag"
Seed Round - Coin Metrics,https://www.crunchbase.com/funding_round/coin-metrics-6fa3-seed--f45c42d6,Coin Metrics,https://www.crunchbase.com/organization/coin-metrics-6fa3,Seed,1900000,USD,1900000,2019-02-27,"Dragonfly Capital Partners, Fidelity, Highland Capital Partners"
Series A - Proxy,https://www.crunchbase.com/funding_round/martians-series-a--8ea5e3cc,Proxy,https://www.crunchbase.com/organization/martians,Series A,13600000,USD,13600000,2019-03-27,"Coatue Management, Kleiner Perkins, WeWork Creator Fund, Y Combinator"
Debt Financing - Figure,https://www.crunchbase.com/funding_round/figure-66e9-debt-financing--338ba0fb,Figure,https://www.crunchbase.com/organization/figure-66e9,Debt Financing,1000000000,USD,1000000000,2019-05-10,"Jefferies, WSFS Bank"
Venture Round - Theta Labs,https://www.crunchbase.com/funding_round/theta-series-unknown--6cda1b09,Theta Labs,https://www.crunchbase.com/organization/theta,Venture - Series Unknown,,,,2019-05-10,"Samsung NEXT, UpHonest Capital, Wei Fund"
Initial Coin Offering - Plair,https://www.crunchbase.com/funding_round/plair-7ccd-initial-coin-offering--e44a8b23,Plair,https://www.crunchbase.com/organization/plair-7ccd,Initial Coin Offering,22000000,USD,22000000,2018-11-16,"Alphabit Fund, AlphaCoin Fund, Bluehill, Draper Dragon, Fenbushi Capital, IDG Capital, Metropolis VC, Nirvana Capital, Sora Ventures, Vechain"
Seed Round - Tunnel,https://www.crunchbase.com/funding_round/tunnel-seed--cdda9534,Tunnel,https://www.crunchbase.com/organization/tunnel,Seed,,,,2018-12-15,"Boston Harbor Angels, Colony Hills Capital, EQx Fund, Tomahawk Group, Wilmington Investor Network"
Equity Crowdfunding - GeoDB,https://www.crunchbase.com/funding_round/geodb-equity-crowdfunding--ba17a078,GeoDB,https://www.crunchbase.com/organization/geodb,Equity Crowdfunding,966450,GBP,1282435,2019-03-19,Crowdcube
Seed Round - MakersPlace,https://www.crunchbase.com/funding_round/makersplace-seed--0bcca56d,MakersPlace,https://www.crunchbase.com/organization/makersplace,Seed,2000000,USD,2000000,2019-04-24,"Abstract Ventures, Draper Dragon, Uncork Capital"
Series A - Artory,https://www.crunchbase.com/funding_round/artory-series-a--d6c4fbc0,Artory,https://www.crunchbase.com/organization/artory,Series A,7300000,USD,7300000,2019-04-22,"David Williams, Hasso Plattner Ventures, Spotify"
Venture Round - Utop,https://www.crunchbase.com/funding_round/utop-series-unknown--7e02a943,Utop,https://www.crunchbase.com/organization/utop,Venture - Series Unknown,3000000,USD,3000000,2019-04-19,"FPT Corporation, SBI Group"
Series B - Symbiont,https://www.crunchbase.com/funding_round/symbiont-series-b--31a99141,Symbiont,https://www.crunchbase.com/organization/symbiont,Series B,20000000,USD,20000000,2019-01-23,"Citi Ventures, Galaxy Digital LP, Nasdaq Ventures, Raptor Group"
Seed Round - The Labz,https://www.crunchbase.com/funding_round/the-labz-seed--05d2ceea,The Labz,https://www.crunchbase.com/organization/the-labz,Seed,,,,2019-03-18,"Boomtown Accelerators, HATCHER+, Joel Spolsky, NBCUniversal, Quake Capital Partners"
Seed Round - DeepChain,https://www.crunchbase.com/funding_round/deepchain-seed--211dad55,DeepChain,https://www.crunchbase.com/organization/deepchain,Seed,1480000,USD,1480000,2019-01-16,"Ceyuan Ventures, Heyuan Capital, Ledger Capital, Sky9 Capital, Tfund"
Series A - Unstoppable Domains,https://www.crunchbase.com/funding_round/unstoppable-domains-series-a--b8f14c7d,Unstoppable Domains,https://www.crunchbase.com/organization/unstoppable-domains,Series A,4000000,USD,4000000,2019-05-23,"Boost VC, Draper Associates"
Series A - BiShiJie.com,https://www.crunchbase.com/funding_round/bishijie-com-series-a--e338e4d6,BiShiJie.com,https://www.crunchbase.com/organization/bishijie-com,Series A,,,,2019-03-19,"FREES FUND, QF Capital, Shunwei Capital"
Pre Seed Round - ProjectFRED,https://www.crunchbase.com/funding_round/projectfred-pre-seed--ab74727c,ProjectFRED,https://www.crunchbase.com/organization/projectfred,Pre-Seed,240000,USD,240000,2019-01-01,"Heather Martel, Julie Guest, Mustafa Gulam"
Seed Round - ABE Global,https://www.crunchbase.com/funding_round/abe-global-seed--4e7c5653,ABE Global,https://www.crunchbase.com/organization/abe-global,Seed,3000000,USD,3000000,2018-08-15,"Distributed Global, Galaxy Digital LP, gumi Cryptos Capital"
Grant - Zlto,https://www.crunchbase.com/funding_round/zlto-grant--1b85d5fe,Zlto,https://www.crunchbase.com/organization/zlto,Grant,250000,USD,250000,2018-10-01,"Google.org, The MasterCard Foundation"
Venture Round - SKALE Labs,https://www.crunchbase.com/funding_round/skale-labs-series-unknown--1cc69a94,SKALE Labs,https://www.crunchbase.com/organization/skale-labs,Venture - Series Unknown,8860000,USD,8860000,2018-10-04,"Aspect Ventures, Blockchange Ventures, Boost VC, Canaan Partners, FLOODGATE, Galaxy Digital LP, Hack VC, Multicoin Capital, MW Partners, NEO Global Capital (NGC), Signia Venture Partners, Visary Capital"
Seed Round - Solidus Labs,https://www.crunchbase.com/funding_round/solidus-labs-seed--ba38706e,Solidus Labs,https://www.crunchbase.com/organization/solidus-labs,Seed,3500000,USD,3500000,2019-02-20,"David Krell, Global Founders Capital, Hanaco Venture Capital, Norman Sorensen"
Series A - Authenteq,https://www.crunchbase.com/funding_round/authenteq-series-a--37f9cddf,Authenteq,https://www.crunchbase.com/organization/authenteq,Series A,5000000,USD,5000000,2019-01-14,"capital300, Draper Associates"
Series A - Oasis Labs,https://www.crunchbase.com/funding_round/oasis-labs-series-a--a52c89eb,Oasis Labs,https://www.crunchbase.com/organization/oasis-labs,Series A,45000000,USD,45000000,2018-07-09,"a16z crypto, Accel, Amino Capital, Basis Set Ventures, Data Collective DCVC, Dekrypt Capital, Electric Capital, Foundation Capital, Fred Ehrsam, JLAB | JD capital, MetaStable Capital, MState, Norís Capital, Pantera Capital, Polychain"
Seed Round - Monerium,https://www.crunchbase.com/funding_round/monerium-seed--c09d1473,Monerium,https://www.crunchbase.com/organization/monerium,Seed,2000000,USD,2000000,2019-01-11,"ConsenSys, Crowberry Capital, Hof Holdings"
Seed Round - Catallact,https://www.crunchbase.com/funding_round/catallact-seed--c1ae2d73,Catallact,https://www.crunchbase.com/organization/catallact,Seed,,,,2019-02-22,"dLab, SOSV"
Series A - Data Gumbo,https://www.crunchbase.com/funding_round/data-gumbo-corporation-series-a--a0b461a3,Data Gumbo,https://www.crunchbase.com/organization/data-gumbo-corporation,Series A,6000000,USD,6000000,2019-05-07,"Equinor Technology Ventures, Saudi Aramco Energy Ventures"
Angel Round - TEEX,https://www.crunchbase.com/funding_round/teex-angel--7ec7753d,TEEX,https://www.crunchbase.com/organization/teex,Angel,2000000,USD,2000000,2019-01-31,"GBIC, IMO Ventures, NEO Global Capital (NGC), Sequoia Capital China"
Seed Round - Kronoverse,https://www.crunchbase.com/funding_round/kronoverse-seed--371c5cc5,Kronoverse,https://www.crunchbase.com/organization/kronoverse,Seed,,,,2019-05-02,"Calvin Ayre, nChain"
Venture Round - Utocat,https://www.crunchbase.com/funding_round/utocat-series-unknown--98a166c7,Utocat,https://www.crunchbase.com/organization/utocat,Venture - Series Unknown,1600000,EUR,1844380,2018-10-05,"BNP Paribas Private Equity, Bpifrance"
Seed Round - Fluence Labs,https://www.crunchbase.com/funding_round/fluence-labs-seed--25310a68,Fluence Labs,https://www.crunchbase.com/organization/fluence-labs,Seed,,,,2018-08-01,"1kx, Dekrypt Capital, INBlockchain"
Venture Round - ubirch GmbH,https://www.crunchbase.com/funding_round/ubirch-gmbh-series-unknown--358de26e,ubirch GmbH,https://www.crunchbase.com/organization/ubirch-gmbh,Venture - Series Unknown,,,,2019-04-25,"Bauwens Digital, SchneiderGolling & Cie – Assekuranzmakler AG"
Corporate Round - Ladder network,https://www.crunchbase.com/funding_round/ladder-network-corporate-round--534ea214,Ladder network,https://www.crunchbase.com/organization/ladder-network,Corporate Round,,,,2019-04-24,"BitBlock Capital, Fiat Capital"
Venture Round - bdeo,https://www.crunchbase.com/funding_round/bdeo-series-unknown--77ab0d6c,bdeo,https://www.crunchbase.com/organization/bdeo,Venture - Series Unknown,1000000,EUR,1115349,2019-04-24,"Big Sur Ventures, K Fund"
Corporate Round - Staking,https://www.crunchbase.com/funding_round/staking-corporate-round--d13b9d38,Staking,https://www.crunchbase.com/organization/staking,Corporate Round,,,,2019-04-19,BRINK ASSET
Seed Round - KudiGo,https://www.crunchbase.com/funding_round/kudigo-seed--ed64b842,KudiGo,https://www.crunchbase.com/organization/kudigo,Seed,450000,USD,450000,2019-04-17,Founders Factory Africa
Seed Round - Lendflo,https://www.crunchbase.com/funding_round/lendflo-seed--4952c214,Lendflo,https://www.crunchbase.com/organization/lendflo,Seed,600000,GBP,765149,2018-12-01,"APEX Ventures, Undisclosed"
Series A - Mythical Games,https://www.crunchbase.com/funding_round/mythical-games-series-a--42c3c1fb,Mythical Games,https://www.crunchbase.com/organization/mythical-games,Series A,16000000,USD,16000000,2018-11-15,"Fenbushi Capital, Galaxy Digital LP, Javelin Venture Partners, Norís Capital, OKCoin"
